part_name,part_id,mpn_id,part_price,install_difficulty,install_time,symptoms,appliance_types,replace_parts,brand,availability,in_stock,install_video_url,product_url,appliance_type,description,compatible_models,image_url,rating,review_count
Tappan Refrigerator Strap-cover,PS414799,08016584,8.55,,,,Refrigerator | Freezer | Dehumidifier,"3200713,  F000127562,  F127562,  G000185790,  G185790,  K001167970,  K1167970,  WE711302",Frigidaire,Special Order,0,,https://www.partselect.com/PS414799-Frigidaire-08016584-STRAP-COVER.htm,refrigerator,,19844B | 2538192311 | 2538192381 | 2538193613 | 2538193614 | 2538193683 | 2538193684 | 2538195010 | 2538195080 | 2538195681 | 2538195683 | 2538195684 | 2538292310 | 2538292380 | 2538790103 | 2538790113 | 2538790123 | 2538790163 | 2538790183 | 2538790193 | 2539103011 | 2539103211 | 2539103213 | 2539103281 | 2539103283 | 2539105010 | 2539156280 | 2539156283 | 2539301700 | 2539301701,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/GDQVNJTW.gif,,0
"Tappan Refrigerator Cover-lower Hinge, White",PS421719,215003802,34.74,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS421719-Frigidaire-215003802-COVER-LOWER-HINGE-WHITE.htm,refrigerator,,25357672790 | 25357672791 | 25357677791 | F45WC26BW0 | F45XH28BW0 | FRS26WRAW0 | FRS26WRBW0 | FRS26WRBW1 | FRS26XRAW0 | FRS26XRAW1 | FRS26XRAW2 | FRS28XHAW0 | FRS28XHAW1 | FRS28XHAW2 | FRS28XHAW3 | GRS26WRAW0 | MRS26WIEW1 | MRS26WRBW0 | MRS26WREW1 | TRS26WRAW0 | WRS26WICW0,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/RF5SVI1V.gif,,0
Tappan Refrigerator Compressor Kit,PS12364907,5304511983,530.89,,,,Refrigerator | Freezer,"AP6278400,  216347900,  216356700,  216424700,  216470500,  216526200,  216545700,  216580900,  216596100,  216639700,  216639800,  216784400,  216788300,  216788400,  216838200,  218374502,  218615100,  218846901,  218846902,  218973605 ... Show more , 218973607,  218973608,  240330301,  240330303,  240330304,  240330306,  240371502,  240371504,  240435701,  240550917,  240595007,  297068203,  5303917750,  5303918003,  5303918016,  5303918200,  5303918206,  5303918209,  5303918212,  5303918233,  5303918235,  5303918249,  5303918251,  5303918265,  5303918280,  5303918289,  5303918291,  5303918299,  5303918311,  5303918312,  5303918313,  5303918315,  5303918332,  5303918333,  5303918355,  5303925326,  5303925357,  5303925443,  5303925450,  5303928003,  5304409379,  5304415144,  5304425458,  5304425587,  5304425588,  5304425589,  5304429231,  5304429232,  5304429233,  5304440393,  5304441514,  5304442311,  5304464913,  5304465285,  5304475140 Show less",Frigidaire,In Stock,1,,https://www.partselect.com/PS12364907-Frigidaire-5304511983-COMPRESSOR-KIT.htm,refrigerator,,25319821004 | 25319821990 | 25319821991 | 25319821992 | 25319821995 | 25321111100 | 25321111101 | 25321111102 | 25321111103 | 25321711100 | 25321711101 | 25321711102 | 25321711104 | 25321721100 | 25321721101 | 25321721102 | 25321741100 | 25321741101 | 25321741102 | 25321741103 | 25326722103 | 25326722104 | 25326732103 | 25326732104 | 25326742103 | 25326742104 | 25328421890 | 25328722800 | 25328722803 | 25328722804,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/12364907-1-M-Frigidaire-5304511983-COMPRESSOR-KIT.jpg,,0
Tappan Refrigerator Starter Overload,PS8689664,5304491944,100.13,,,Will Not Start,Refrigerator,"AP5691827,  218721103",Frigidaire,In Stock,1,,https://www.partselect.com/PS8689664-Frigidaire-5304491944-Starter-Overload.htm,refrigerator,"Starter Overload Specifications The start relay boosts the compressor, and then shuts off as soon as the motor gets up to speed and the overload provides extra protection against excessive temperatures.",25336600891 | 25336600895 | 25336600896 | 25336601891 | 25336601895 | 25336601896 | 25336608891 | 25336608895 | 25336608896 | 25336609891 | 25336609895 | 25336609896 | 25336610891 | 25336610895 | 25336610896 | 25336611891 | 25336611895 | 25336611896 | 25336618891 | 25336618895 | 25336618896 | 25336619891 | 25336619895 | 25336619896 | 25336800892 | 25336800893 | 25336801892 | 25336801893 | 25336808892 | 25336808893,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/8689664-1-M-Frigidaire-5304491944-Starter-Overload.jpg,,0
Tappan Refrigerator Base-compressor,PS1765251,241665605,100.11,,,,Refrigerator,"AP4033422,  240330004,  240330005",Frigidaire,Special Order,0,,https://www.partselect.com/PS1765251-Frigidaire-241665605-BASE-COMPRESSOR.htm,refrigerator,,25331420101 | 25331420102 | 25331420103 | 25331420104 | 25331422101 | 25331422102 | 25331422103 | 25331422104 | 25331424101 | 25331424102 | 25331424103 | 25331424104 | 25331427101 | 25331427102 | 25331427103 | 25331428101 | 25331428102 | 25331428103 | 25331429101 | 25331429102 | 25331429103 | 25331429104 | 25331430101 | 25331430102 | 25331430103 | 25331430104 | 25331430105 | 25331430106 | 25331430107 | 25331432101,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/1765251-1-M-Frigidaire-241665605-BASE-COMPRESSOR.jpg,,0
Tappan Refrigerator Heat Exchanger,PS422439,215257600,44.23,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS422439-Frigidaire-215257600-HEAT-EXCHANGER.htm,refrigerator,,95-1512-00-00 | 95-1512-23-00 | FRT17CHAD0 | FRT17CHAD1 | FRT17CHAW0 | FRT17CHAW1 | FRT17PHAD0 | FRT17PHAD1 | FRT17PHAD2 | FRT17PHAW0 | FRT17PHAW1 | FRT17PHAW2 | GRT17DHAD0 | GRT17DHAW0 | MRT15CBCD0 | MRT15CBCW0 | MRT15CBCY0 | MRT15CBCZ0 | MRT15CHAA0 | MRT15CHAAD0 | MRT15CHAW0 | MRT15CHAY0 | MRT15CHAZW0 | MRT15CHCD0 | MRT15CHCW0 | MRT15CHCY0 | MRT15CHCZ0 | MRT17CHAY0-23 | MRT17CHAYD0 | MRT17DHAD0,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/YWNGLKXB.gif,,0
Tappan Refrigerator Evaporator,PS422496,215289604,114.53,,,,Refrigerator,215289602,Frigidaire,Special Order,0,,https://www.partselect.com/PS422496-Frigidaire-215289604-EVAPORATOR.htm,refrigerator,,F45PC22BD0 | F45PC22BW0 | F45PR22CD0 | F45PR22CW0 | F45WC24BD0 | F45WC24BW0 | F45WC26BD0 | F45WC26BW0 | F45WP22BD0 | F45WP22BW0 | F45WP24BD0 | F45WP24BW0 | F45WP24CB0 | F45WP24CD0 | F45WP24CW0 | F45WP26CD0 | F45WP26CD1 | F45WP26CD2 | F45WP26CW0 | F45WP26CW1 | F45WP26CW2 | F45WR22CD0 | F45WR22CD1 | F45WR22CW0 | F45WR22CW1 | F45WR24CD0 | F45WR24CD1 | F45WR24CW0 | F45WR24CW1 | F45WR26CB0,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/NBAXWYVP.gif,,0
Tappan Refrigerator Roller-rear,PS428602,218738300,51.61,,,,Refrigerator,"AP2115042,  451899,  215163900",Frigidaire,Special Order,0,,https://www.partselect.com/PS428602-Frigidaire-218738300-ROLLER-REAR.htm,refrigerator,,25348022890 | 25348022891 | 25348022892 | 25348022893 | 25348022894 | 25348027890 | 25348027891 | 25348027892 | 25348027893 | 25348027894 | 25350682000 | 25350682001 | 25350682002 | 25350683000 | 25350683001 | 25350683002 | 25350684000 | 25350684001 | 25350684002 | 25350689000 | 25350689001 | 25350689002 | 25357672790 | 25357672791 | 25357677790 | 25357677791 | 25357682790 | 25357682791 | 25357685790 | 25357685791,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/428602-1-M-Frigidaire-218738300-ROLLER-REAR.jpg,,0
"Tappan Refrigerator Tube, Plastic (cut To Size)",PS612594,3001263,8.55,,,,Refrigerator,08000012,Frigidaire,Special Order,0,,https://www.partselect.com/PS612594-Frigidaire-3001263-TUBE-PLASTIC-CUT-TO-SIZE.htm,refrigerator,,95-1487-00-01 | 95-1487-00-1 | 95-1487-23-01 | 95-1487-23-1 | 95-1587-00-01 | 95-1587-00-02 | 95-1587-23-01 | 95-1587-23-02 | 95-1787-00-01 | 95-1787-00-02 | 95-1787-23-01 | 95-1787-23-02 | 95-1987-00-01 | 95-1987-00-02 | 95-1987-00-03 | 95-1987-23-01 | 95-1987-23-02 | 95-1987-23-03 | 95-1987-45-03 | 95-1987-66-03 | 95-2487-00-01 | 95-2487-23-01,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/ZLZZES93.gif,,0
Tappan Refrigerator Tube-connector,PS2331812,241844601,43.97,,,,Refrigerator,"AP4316008,  241714002,  241971901",Frigidaire,Special Order,0,,https://www.partselect.com/PS2331812-Frigidaire-241844601-TUBE-CONNECTOR.htm,refrigerator,,2533111330F | 2533111330G | 2533111330J | 2533111330K | 2533111530F | 2533111530G | 2533111530J | 2533111530K | 2536080240E | 2536080240F | 2536080240G | 2536080240H | 2536080240J | 2536080440E | 2536080440F | 2536080440G | 2536080440H | 2536080440J | 2536088240D | 2536088240E | 2536088240F | 2536088240G | 2536088240H | 2536088440D | 2536088440E | 2536088440F | 2536088440G | 2536088440H | 2536088740D | 2536088740E,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/2331812-1-M-Frigidaire-241844601-TUBE-CONNECTOR.jpg,,0
Tappan Refrigerator Tube-condensate,PS2339069,241949601,72.63,,,,Refrigerator,AP4393200,Frigidaire,Special Order,0,,https://www.partselect.com/PS2339069-Frigidaire-241949601-TUBE-CONDENSATE.htm,refrigerator,,2536080240E | 2536080240F | 2536080240G | 2536080240H | 2536080440E | 2536080440F | 2536080440G | 2536080440H | 2536088240D | 2536088240E | 2536088240F | 2536088240G | 2536088240H | 2536088440D | 2536088440E | 2536088440F | 2536088440G | 2536088440H | 2536088740D | 2536088740E | 2536088740F | 2536088740G | 2536088740H | 25361502405 | 25361502407 | 25361512406 | 2536151240A | 25361702407 | 25361702408 | 25361702409,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/2339069-1-M-Frigidaire-241949601-TUBE-CONDENSATE.jpg,,0
Tappan Refrigerator Tube,PS428403,218660701,63.64,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS428403-Frigidaire-218660701-TUBE.htm,refrigerator,,25378296890 | 25378296892 | 25378296893 | 25378296894 | 25378296895 | 25378296896 | 25378296897 | 25378296898 | 25378296899 | 25378299890 | 25378299892 | 25378299893 | 25378299894 | 25378299895 | 25378299896 | 25378299897 | 25378299898 | 25378299899 | F44Q22JTB0 | F44Q22JTD0 | F44Q22JTW0 | F44R21NGB2 | F44R21NGD0 | F44R21NGD1 | F44R21NGD2 | F44R21NGQ2 | F44R21NGW0 | F44R21NGW1 | F44R21NGW2 | FRT20NGCB2,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/MOQUJS9X.gif,,0
Tappan Refrigerator Water Tube Elbow,PS428212,218518700,,,,,,,Frigidaire,,0,,https://www.partselect.com/PS428212-Frigidaire-218518700-Water-Tube-Elbow.htm,refrigerator,,,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/428212-1-M-Frigidaire-218518700-Water-Tube-Elbow.jpg,,0
Tappan Refrigerator Spring-knob,PS423502,215752900,19.3,,,,Refrigerator,"AP2111710,  442326",Frigidaire,Special Order,0,,https://www.partselect.com/PS423502-Frigidaire-215752900-SPRING-KNOB.htm,refrigerator,,25357672790 | 25357672791 | 25357677790 | 25357677791 | 25357682790 | 25357682791 | 25357685790 | 25357685791 | 25357687790 | 25357687791 | F44XH24BB0 | F44XH24BD0 | F44XH24BW0 | F45WC24BD0 | F45WC24BW0 | F45WC26BD0 | F45WC26BW0 | F45WR22CD0 | F45WR22CD1 | F45WR22CW0 | F45WR22CW1 | F45WR24CD0 | F45WR24CD1 | F45WR24CW0 | F45WR24CW1 | F45WR26CB0 | F45WR26CD0 | F45WR26CW0 | F45XH24BB0 | F45XH24BD0,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/SAMZSSBE.gif,,0
Tappan Refrigerator Knob-temp Control,PS421896,215051005,21.45,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS421896-Frigidaire-215051005-KNOB-TEMP-CONTROL.htm,refrigerator,,TRS22WRAD0 | TRS22WRAW0 | TRS24WRAB0 | TRS24WRAD0 | TRS24WRAW0 | TRS26WRAB0 | TRS26WRAD0 | TRS26WRAW0 | WRS22PRAD0 | WRS22PRAW0 | WRS22WRAD0 | WRS22WRAD1 | WRS22WRAW0 | WRS22WRAW1 | WRS24WRAD0 | WRS24WRAD1 | WRS24WRAW0 | WRS24WRAW1,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/2OLILOII.gif,,0
Tappan Refrigerator Knob-selector,PS423266,215627218,16.07,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS423266-Frigidaire-215627218-KNOB-SELECTOR.htm,refrigerator,,F45WP24CB0 | TRS24WRAB0 | TRS26WRAB0,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/QZFLCIZT.gif,,0
Tappan Refrigerator Knob-damper Control,PS453154,5303001333,11.77,,,,Refrigerator,"3001333,  G162747-12,  G162747-18,  G162747-19,  G162747-21",Frigidaire,Special Order,0,,https://www.partselect.com/PS453154-Frigidaire-5303001333-KNOB-DAMPER-CONTROL.htm,refrigerator,,95-1587-00-01 | 95-1587-00-02 | 95-1587-23-01 | 95-1587-23-02 | 95-1787-00-01 | 95-1787-00-02 | 95-1787-23-01 | 95-1787-23-02 | AGTL175WH1-57 | AGTN175WH1-57 | GTL175AH0 | GTL175AH1 | GTL175AH3 | GTL175BH0 | GTL175BH1 | GTL175BH3 | GTL175BH5 | GTL175CH0 | GTL175CH1 | GTL175CH3 | GTL175HH0 | GTL175HH1 | GTL175HH3 | GTL175HH5 | GTL175WD1 | GTL175WD3 | GTL175WF3 | GTL175WH0 | GTL175WH3 | GTL175WH3-23,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/H9GXUPBB.gif,,0
Tappan Refrigerator Knob-damper Control,PS473812,5308010379,13.92,,,,Refrigerator,"08010379,  3001254,  3015826,  5303015826,  8010379,  G165217-02",Frigidaire,Special Order,0,,https://www.partselect.com/PS473812-Frigidaire-5308010379-KNOB-DAMPER-CONTROL.htm,refrigerator,,95-1967-00-01 | 95-1967-00-02 | 95-1967-00-03 | 95-1967-00-04 | 95-1967-23-01 | 95-1967-23-02 | 95-1967-23-03 | 95-1967-23-04 | 95-1967-45-01 | 95-1967-45-02 | 95-1967-45-03 | 95-1967-45-04 | 95-1967-57-04 | 95-1967-66-01 | 95-1967-66-02 | 95-1967-66-03 | 95-1967-66-04 | 95-2487-00-01 | 95-2487-23-01 | 95-2491-00-00 | 95-2491-00-01 | 95-2491-23-00 | 95-2491-23-01 | 95-2491-66-00 | 95-2497-00-02 | 95-2497-00-03 | 95-2497-23-02 | 95-2497-23-03 | 95-2497-45-02 | 95-2497-45-03,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/RXO4RWE7.gif,,0
Tappan Refrigerator Harness-wiring,PS421745,215005200,53.2,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS421745-Frigidaire-215005200-HARNESS-WIRING.htm,refrigerator,,25350682000 | 25350682001 | 25350682002 | 25350683000 | 25350683001 | 25350683002 | 25350684000 | 25350684001 | 25350684002 | 25350689000 | 25350689001 | 25350689002 | 25357672790 | 25357672791 | 25357677790 | 25357677791 | 25357682790 | 25357682791 | 25357685790 | 25357685791 | 25357687790 | 25357687791 | 25358082890 | 25358082892 | 25358082893 | 25358082894 | 25358082895 | 25358082897 | 25358082898 | 25358082899,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/421745-1-M-Frigidaire-215005200-HARNESS-WIRING.jpg,,0
Tappan Refrigerator Harness-wiring,PS422482,215285500,47.4,,,,Refrigerator,215770400,Frigidaire,Special Order,0,,https://www.partselect.com/PS422482-Frigidaire-215285500-HARNESS-WIRING.htm,refrigerator,,FRS22VSAD0 | FRS22VSAW0 | FRS22WHAD0 | FRS22WHAW0 | FRS22WNAD0 | FRS22WNAD1 | FRS22WNAW0 | FRS22WNAW1 | FRS22WRAD1 | FRS22WRAD2 | FRS22WRAW1 | FRS22WRAW2 | FRS24WHAD0 | FRS24WHAW0 | FRS24WPAD0 | FRS24WPAW0 | FRS24WRAD3 | FRS24WRAW3 | FRS26WRAD0 | FRS26WRAW0 | FRT24WRAB0 | FRT24WRAD0 | FRT24WRAW0 | FRT26WRAB0 | FRT26WRAD0 | FRT26WRAW0 | GRS22WRAD0 | GRS22WRAW0 | GRS24WRAD0 | GRS24WRAW0,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/A83IZ7DH.gif,,0
Tappan Refrigerator Connector-door Harn,PS422550,215341900,21.45,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS422550-Frigidaire-215341900-CONNECTOR-DOOR-HARN.htm,refrigerator,,F44XH24BB0 | F44XH24BD0 | F44XH24BW0 | F45WC24BD0 | F45WC24BW0 | F45WC26BD0 | F45WC26BW0 | F45WP22BD0 | F45WP22BW0 | F45WP22ED0 | F45WP22EW0 | F45WP24BD0 | F45WP24BW0 | F45WP24CB0 | F45WP24CD0 | F45WP24CW0 | F45WP26CD0 | F45WP26CD1 | F45WP26CD2 | F45WP26CW0 | F45WP26CW1 | F45WP26CW2 | F45WR22CD0 | F45WR22CD1 | F45WR22CW0 | F45WR22CW1 | F45WR24CD0 | F45WR24CD1 | F45WR24CW0 | F45WR24CW1,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/Y3GVXAC3.gif,,0
Tappan Refrigerator Harness-wiring,PS423045,215501601,68.86,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS423045-Frigidaire-215501601-HARNESS-WIRING.htm,refrigerator,,25348022890 | 25348022891 | 25348022892 | 25348027890 | 25348027891 | 25348027892 | F44NH22BD0 | F44NH22BW0 | F44NH24BD0 | F44NH24BW0 | F44Q20CBD0 | F44Q20CBW0 | F44Q22JTB0 | F44Q22JTD0 | F44Q22JTW0 | F45PC22BD0 | F45PC22BW0 | FRS19BRBD1 | FRS19BRBW1 | FRS20QRBD1 | FRS20QRBW1 | FRS20QRCD1 | FRS20QRCD2 | FRS20QRCD3 | FRS20QRCD4 | FRS20QRCD5 | FRS20QRCD6 | FRS20QRCW1 | FRS20QRCW2 | FRS20QRCW3,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/IJ22GMH9.gif,,0
Tappan Refrigerator Harness-wiring,PS423046,215501700,110.53,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS423046-Frigidaire-215501700-HARNESS-WIRING.htm,refrigerator,,FRS22WHAD0 | FRS22WHAW0 | FRS22WHBD0 | FRS22WHBW0 | FRS22WNAD0 | FRS22WNAD1 | FRS22WNAW0 | FRS22WNAW1 | FRS22WNBD0 | FRS22WNBW0 | FRS22WPBD0 | FRS22WPBW0 | FRS22WRAD1 | FRS22WRAD2 | FRS22WRAW1 | FRS22WRAW2 | FRS24WHAD0 | FRS24WHAW0 | FRS24WHBD0 | FRS24WHBW0 | FRS24WPAD0 | FRS24WPAW0 | FRS24WPBD0 | FRS24WPBW0 | FRS24WRAD1 | FRS24WRAD2 | FRS24WRAD3 | FRS24WRAW1 | FRS24WRAW2 | FRS24WRAW3,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/OVLAOJXU.gif,,0
Tappan Refrigerator Harness-wiring,PS428411,218663600,91.38,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS428411-Frigidaire-218663600-HARNESS-WIRING.htm,refrigerator,,F44Q22JTB0 | F44Q22JTD0 | F44Q22JTW0 | FRT22INLHB0 | FRT22INLHB1 | FRT22INLHD0 | FRT22INLHD1 | FRT22INLHW0 | FRT22INLHW1 | FRT22NRCD1 | FRT22NRCD2 | FRT22NRCW1 | FRT22NRCW2 | FRT22PRCD1 | FRT22PRCW1 | FRT22QRGD1 | FRT22QRGD2 | FRT22QRGD3 | FRT22QRGW1 | FRT22QRGW2 | FRT22QRGW3 | FRT22RRHB1 | FRT22RRHB2 | FRT22RRHD1 | FRT22RRHD2 | FRT22RRHW1 | FRT22RRHW2 | MRT22NRED1 | MRT22NREW1 | TRT22MRHB0,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/O2RWIPWA.gif,,0
Tappan Refrigerator Harness-wiring,PS429093,218863107,41.07,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS429093-Frigidaire-218863107-HARNESS-WIRING.htm,refrigerator,,FRS20WRHD1 | FRS20WRHD2 | FRS20WRHD3 | FRS20WRHD4 | FRS20WRHD5 | FRS20WRHD6 | FRS20WRHW1 | FRS20WRHW2 | FRS20WRHW3 | FRS20WRHW4 | FRS20WRHW5 | FRS20WRHW6 | MRS20WRGD1 | MRS20WRGD2 | MRS20WRGW1 | MRS20WRGW2 | MRS22WHHD0 | MRS22WHHD1 | MRS22WHHW0 | MRS22WHHW1 | MRS22WNGD0 | MRS22WNGD1 | MRS22WNGD2 | MRS22WNGD3 | MRS22WNGD4 | MRS22WNGD5 | MRS22WNGD6 | MRS22WNGD7 | MRS22WNGW0 | MRS22WNGW1,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/BQ1M7YW9.gif,,0
Tappan Refrigerator Top Panel-refrigerator,PS428295,218597500,105.44,,,,Refrigerator,3206454,Frigidaire,Special Order,0,,https://www.partselect.com/PS428295-Frigidaire-218597500-TOP-PANEL-Refrigerator.htm,refrigerator,,2539308000 | 2539308002 | 2539308003 | 2539308004 | 2539308005 | 2539308010 | 2539308012 | 2539308013 | 2539308014 | 2539308015 | 2539308020 | 2539308022 | 2539308060 | 2539308062 | 2539308063 | 2539308064 | 2539308065 | 2539308080 | 2539308082 | 2539308083 | 2539308084 | 2539308085 | 2539308090 | 2539308092 | 2539308093 | 2539308094 | 2539308095 | 2539308100 | 2539308101 | 2539308102,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/NDB72ZTM.gif,,0
Tappan Refrigerator Panel-top,PS428612,218740500,99.91,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS428612-Frigidaire-218740500-PANEL-TOP.htm,refrigerator,,25337840890 | 25337842890 | 25337844890 | 25337847890 | 25337870890 | 25337872890 | 25337874890 | 25337877890 | 25366847790 | 25367800790 | 25368842790 | 25368847790 | 25376847790 | 2539368001 | 2539368011 | 2539368081 | 2539368091 | 2539368401 | 2539368421 | 2539368441 | 2539368481 | 2539368702 | 2539368722 | 2539368742 | 2539368782 | 2539668001 | 2539668011 | 2539668081 | 2539668091 | 2539668311,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/ZIDKDKH3.gif,,0
Tappan Refrigerator Panel,PS432052,3001723,246.43,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS432052-Frigidaire-3001723-PANEL.htm,refrigerator,,95-1967-00-01 | 95-1967-00-02 | 95-1967-00-03 | 95-1967-00-04 | 95-1967-57-04,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/QQQKVATM.gif,,0
Tappan Refrigerator Top Panel-refr,PS434001,3018881,55.29,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS434001-Frigidaire-3018881-TOP-PANEL-REFR.htm,refrigerator,,FPD17TFA0 | FPD17TFA2 | FPD17TFA3 | FPD17TFF0 | FPD17TFF2 | FPD17TFF3 | FPD17TFH0 | FPD17TFH1 | FPD17TFH2 | FPD17TFH3 | FPD17TFL0 | FPD17TFL1 | FPD17TFL2 | FPD17TFL3 | FPD17TFW0 | FPD17TFW1 | FPD17TFW2 | FPD17TFW3 | FPD17TIFA0 | FPD17TIFF0 | FPD17TIFH0 | FPD17TIFH3 | FPD17TIFL0 | FPD17TIFL3 | FPD17TIFW0 | FPD17TIFW3 | FPD17TLIFH3 | FPD17TLIFL3 | FPD17TLIFW3 | FPD17TLPH1,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/WFYBJHEF.gif,,0
Tappan Refrigerator Panel,PS449056,3916032,55.29,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS449056-Frigidaire-3916032-PANEL.htm,refrigerator,,95-1962 | 95-1962-00-00 | 95-1962-00-01 | 95-1982 | 95-1982-00-00 | 95-1982-00-01 | FPD18TFW0 | FPD18TFW1 | FPD18TFW2 | FPD18TLFW0 | FPD18TLFW1 | FPD19TFW0 | FPD19TFW1,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/TPHMYZOH.gif,,0
Tappan Refrigerator Panel,PS449057,3916036,56.33,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS449057-Frigidaire-3916036-PANEL.htm,refrigerator,,95-1962 | 95-1962-23-00 | 95-1962-23-01 | 95-1982 | 95-1982-23-00 | 95-1982-23-01 | FPD18TFL0 | FPD18TFL1 | FPD18TFL2 | FPD18TLFL0 | FPD18TLFL1 | FPD19TFL0 | FPD19TFL1,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/TPHMYZOH.gif,,0
Tappan Refrigerator Panel-inner Door,PS422088,215132201,156.42,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS422088-Frigidaire-215132201-PANEL-INNER-DOOR.htm,refrigerator,,95-2162 | 95-2162-00-00 | 95-2162-23-00,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/HDMNGAPM.gif,,0
Tappan Refrigerator Panel-inner Door,PS422748,215403301,137.42,,,,Refrigerator,,Frigidaire,Special Order,0,,https://www.partselect.com/PS422748-Frigidaire-215403301-PANEL-INNER-DOOR.htm,refrigerator,,F45WC26BD0 | F45WC26BW0 | F45WP26CD0 | F45WP26CW0 | F45WR26CB0 | F45WR26CD0 | F45WR26CW0 | FRS26WNCD0 | FRS26WNCW0 | FRS26WPCD0 | FRS26WPCW0 | FRS26WRAD0 | FRS26WRAW0 | FRS26WRBD0 | FRS26WRBD1 | FRS26WRBW0 | FRS26WRBW1 | FRS26WRCD0 | FRS26WRCW0 | GRS26WRAD0 | GRS26WRAW0 | MRS26WRBD0 | MRS26WRBW0 | TRS26WRAB0 | TRS26WRAD0 | TRS26WRAW0 | WRS26WICD0 | WRS26WICW0,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Frigidaire/Y3GVXAC3.gif,,0
